date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-05-30,22:05:40,IAD55-P6,575,13.218.44.180,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/104.0.0.0%20Safari/537.36",-,-,Redirect,BFw3AT9cRuEG7wUgYv7GylnmTraQYgjfbz9MSRjAkt1X_l1Z73SU8g==,archivesnationales-ht.com,http,810,0.000,10.55.8.135,-,-,Redirect,HTTP/1.1,-,-,50194,0.000,Redirect,text/html,167,-,-
2025-05-30,22:05:40,IAD55-P6,1073,44.223.84.52,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/104.0.0.0%20Safari/537.36",-,-,Miss,kQhHIlkTLfG5hvnHfihQVwYR1fOem9hZhjBvejxWBZr9sSkkkjxNsg==,archivesnationales-ht.com,https,447,0.053,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,-,54048,0.053,Miss,text/html,727,-,-
2025-05-30,22:05:40,IAD55-P6,1070,44.223.84.52,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/104.0.0.0%20Safari/537.36",-,-,Miss,oRu7MK774vc_2iiYUk2AeCeq4S8chTUUswAynfUFdYYNPFO75cHsQw==,archivesnationales-ht.com,https,25,0.035,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,-,54048,0.035,Miss,text/html,727,-,-
2025-05-11,17:13:21,SEA900-P3,586,66.249.77.134,GET,d8bnainxtot1t.cloudfront.net,/robots.txt,301,-,Mozilla/5.0%20(compatible;%20Googlebot/2.1;%20+http://www.google.com/bot.html),-,-,Redirect,5MQLy52htAZNt137Oa1gw7dRn9BugEl3LFhk71kORq0kE3pvB_-mFQ==,archivesnationales-ht.com,http,241,0.002,-,-,-,Redirect,HTTP/1.1,-,-,51593,0.002,Redirect,text/html,167,-,-
2025-05-11,17:13:22,SEA900-P3,576,66.249.77.134,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(Linux;%20Android%206.0.1;%20Nexus%205X%20Build/MMB29P)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/136.0.7103.59%20Mobile%20Safari/537.36%20(compatible;%20Googlebot/2.1;%20+http://www.google.com/bot.html)",-,-,Redirect,g3eRJ2G1M9f3CqBZOKxHZUnVOBtJxlOAQDGC6B2lLlqeWT4xVi_sNQ==,archivesnationales-ht.com,http,502,0.000,-,-,-,Redirect,HTTP/1.1,-,-,51593,0.000,Redirect,text/html,167,-,-
2025-05-11,17:13:21,SEA900-P3,1230,66.249.77.130,GET,d8bnainxtot1t.cloudfront.net,/robots.txt,200,-,Mozilla/5.0%20(compatible;%20Googlebot/2.1;%20+http://www.google.com/bot.html),-,-,Error,uVaNRb6UXN0xcrk0cDdGaDFsGvkUxLgPAP0XsF26OqkdJ-rrRTj1pg==,archivesnationales-ht.com,https,241,0.238,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/1.1,-,-,59298,0.238,Error,text/html,727,-,-
2025-05-11,17:13:23,SEA900-P3,1251,66.249.77.128,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Linux;%20Android%206.0.1;%20Nexus%205X%20Build/MMB29P)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/136.0.7103.59%20Mobile%20Safari/537.36%20(compatible;%20Googlebot/2.1;%20+http://www.google.com/bot.html)",-,-,Hit,iIoVGNNqlGNQnybLWN47ZXh9H-JBaJ6oNNITw1qt3QngICYtkyWq5Q==,archivesnationales-ht.com,https,502,0.011,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,55539,0.011,Hit,text/html,727,-,-
2025-03-31,06:55:01,MAA51-P3,334,14.194.11.238,HEAD,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/120.0.0.0%20Safari/537.36",-,-,Hit,W1sFEf3eMBNHIY3FQD99mSEhzAPnwI8jjJZ_c6li51q5y8253w2ciw==,archivesnationales-ht.com,https,128,0.018,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/2.0,-,-,47443,0.018,Hit,text/html,727,-,-
2025-03-31,06:56:38,SIN2-P3,4596,47.128.125.92,GET,d8bnainxtot1t.cloudfront.net,/assets/index-CseIHb29.css,200,https://archivesnationales-ht.com/,"Mozilla/5.0%20(Linux;%20Android%205.0)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Mobile%20Safari/537.36%20(compatible;%20Bytespider;%20spider-feedback@bytedance.com)",-,-,Miss,-ZGAbzGuxyIXHvUP9OgJqpVzI2rObBtU5EThMcGd2Vv5EiZcNJtHZg==,archivesnationales-ht.com,https,132,0.695,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,-,13858,0.694,Miss,text/css,-,-,-
2025-03-31,06:56:37,SIN2-P3,1099,47.128.125.92,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Linux;%20Android%205.0)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Mobile%20Safari/537.36%20(compatible;%20Bytespider;%20spider-feedback@bytedance.com)",-,-,Hit,3WL5T19JxC1q15NRqZODsZlgyIPEC3C7i1EWpWC3QwsUG2Z4pN86wg==,archivesnationales-ht.com,https,363,0.005,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/2.0,-,-,13858,0.005,Hit,text/html,727,-,-
