date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-07-06,22:15:49,BBD733-E7,31475,82.162.248.155,OPTIONS,d8bnainxtot1t.cloudfront.net,posts/app/blog,200,https://www.bender.com/mainabout.jsp,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_5; rv:1.9.5.20) Gecko/2844-02-05 01:54:05.504253 Firefox/12.0,about,nan,LimitExceeded,592a6de6-f8fa-4636-86b6-55a58b094998,archivesnationales-ht.com,HTTPS,337,1.904,44.186.57.207,TLSv1.3,None,Hit,HTTP/1.1,Processed,nan,30015,0.341,LambdaExecutionError,application/json,194115,,1059
2025-07-06,03:49:26,CED866-E0,31824,163.81.181.129,HEAD,d8bnainxtot1t.cloudfront.net,blog,500,https://russo-padilla.org/search/wp-contentindex.html,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/49.0.887.0 Safari/535.1",,nan,Error,0d13c2da-fd00-4554-9844-9e53a28350b3,archivesnationales-ht.com,HTTPS,1870,1.931,217.221.131.177,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,39593,0.076,LambdaExecutionError,image/jpeg,448716,,
2025-07-06,23:57:56,BBF879-E5,45705,64.22.144.253,OPTIONS,d8bnainxtot1t.cloudfront.net,wp-content/posts/wp-content,500,nan,Mozilla/5.0 (Windows 98; Win 9x 4.90; bn-IN; rv:1.9.1.20) Gecko/6684-06-13 08:42:42.335510 Firefox/7.0,terms,b4c450e0bea220a1b58cecf1c317dd2b,Error,c2b880d4-7de5-4c84-bf13-1155fdd5bce5,archivesnationales-ht.com,HTTPS,1308,1.541,nan,None,None,LimitExceeded,HTTP/1.1,Failed,nan,10002,0.797,Hit,text/css,245431,,1273
2025-07-06,18:19:04,BBC210-E9,12120,150.227.245.217,PUT,d8bnainxtot1t.cloudfront.net,tags,500,https://www.barry.net/search/postspost.htm,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.26.1 (KHTML, like Gecko) Version/5.1 Safari/534.26.1",,3e452fe249a894fcb1d4f480335c8541,Error,ffda79b9-3cb3-412c-8ee2-83f7d835f560,archivesnationales-ht.com,HTTPS,4036,1.527,208.28.247.10,TLSv1.3,None,Hit,HTTP/1.1,Failed,nan,19274,0.78,Miss,application/json,171600,,
2025-07-06,09:20:46,EDC951-E6,90457,96.44.77.196,POST,d8bnainxtot1t.cloudfront.net,search/main/explore,403,https://meyers.com/wp-content/blog/mainhomepage.html,Opera/8.52.(Windows NT 10.0; nb-NO) Presto/2.9.183 Version/11.00,register,fbff1c631ca32385c9ec03f064cfc379,Error,1faab3c2-4ae6-48a1-aef6-bf38fe0e3aec,archivesnationales-ht.com,HTTPS,4809,1.14,115.84.7.17,TLSv1.3,None,Hit,HTTP/1.1,,nan,36290,0.394,Hit,text/css,138057,,
2025-07-06,21:43:35,ACB565-E9,42120,41.69.74.120,OPTIONS,d8bnainxtot1t.cloudfront.net,category/app,404,https://howard.org/listcategory.asp,Opera/9.14.(Windows NT 6.1; as-IN) Presto/2.9.167 Version/12.00,,ce1ae63d08f153af836d8f5941123339,Hit,6d95782f-9fdf-4711-a6c8-eb8308805a59,archivesnationales-ht.com,HTTPS,95,0.726,206.44.218.161,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,Failed,nan,51583,0.944,Miss,application/json,160393,665,
2025-07-06,00:27:58,FFF636-E8,41607,167.151.93.61,GET,d8bnainxtot1t.cloudfront.net,wp-content,500,http://www.thomas.org/search/bloghome.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1),privacy,b52de581d017d826cdcef86139d571da,Miss,520eb951-3f6c-404a-8442-685ffb96164b,archivesnationales-ht.com,HTTPS,4774,1.698,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,dream,48941,0.174,Hit,text/html,262818,,
2025-07-06,15:50:29,EEC433-E9,17278,196.40.55.138,HEAD,d8bnainxtot1t.cloudfront.net,app,200,https://lopez-joseph.info/mainhomepage.asp,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),,11c27ac2b8216ed450cfa5ae0a3a6669,Hit,985c2214-b163-4aa1-92ed-196b5db1bd0d,archivesnationales-ht.com,HTTPS,3472,0.331,124.25.91.190,None,None,Hit,HTTP/1.1,,health,32518,0.748,BadGateway,text/css,77564,,1260
2025-07-06,05:23:08,DCE063-E5,95732,68.105.237.67,PUT,d8bnainxtot1t.cloudfront.net,app/main/tags,500,http://www.patterson-smith.com/posts/app/wp-contentregister.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.893.0 Safari/535.2",privacy,8e4fd6b919cf09e209a6d6cddef86ed2,Hit,140db48c-bc21-4172-9c18-31138c47ee66,archivesnationales-ht.com,HTTPS,2790,1.651,205.189.236.142,TLSv1.2,None,Hit,HTTP/1.1,,nan,35341,0.778,Hit,text/css,52438,,
2025-07-06,08:54:53,FAB702-E7,95115,193.121.99.97,DELETE,d8bnainxtot1t.cloudfront.net,tag/categories,404,http://www.anderson.biz/main/tagspost.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/25.0.880.0 Mobile/76X205 Safari/535.0",,nan,Miss,b37537cd-2007-4765-99ed-abd4cf55747f,archivesnationales-ht.com,HTTPS,2425,1.99,nan,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,nan,18577,0.666,LambdaExecutionError,text/css,85918,,
