date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-07-05,20:18:09,CCF793-E9,40035,210.42.135.6,DELETE,d8bnainxtot1t.cloudfront.net,app/posts,403,https://www.jacobs-hernandez.com/wp-content/appmain.jsp,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/29.0.895.0 Safari/531.1",terms,775287ab65c2f1057fcc33775b4d21c4,Hit,3080c73e-bcb7-42a3-bd18-1926af75f0d6,archivesnationales-ht.com,HTTPS,302,0.126,182.224.151.95,TLSv1.2,None,LimitExceeded,HTTP/1.1,Processed,nan,2140,0.76,Error,application/json,441270,,
2025-07-05,04:35:34,BFC615-E8,37475,144.117.71.15,PUT,d8bnainxtot1t.cloudfront.net,categories,404,http://martin.biz/list/maincategory.jsp,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4911-10-02 01:21:33.714874 Firefox/3.8,home,7147bca7e8f62875b6865ff0111e5e6f,LimitExceeded,b77c74cb-8def-4ccb-9246-1bcfcd758e8a,archivesnationales-ht.com,HTTPS,4337,0.659,39.101.11.210,TLSv1.3,None,Hit,HTTP/2.0,,nan,32432,0.652,Error,text/css,73555,,
2025-07-05,08:28:08,FCB206-E5,86473,137.146.69.152,PUT,d8bnainxtot1t.cloudfront.net,explore/wp-content/search,403,http://fisher-cox.org/categories/exploreregister.jsp,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9; rv:1.9.6.20) Gecko/6309-12-17 17:11:39.323151 Firefox/11.0,main,74fb9890a76da6bdb32930e77f852125,LimitExceeded,897d263e-3107-44f5-a357-3e736a8056a2,archivesnationales-ht.com,HTTPS,4542,0.134,160.255.196.162,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Processed,nan,30001,0.528,Hit,application/json,479298,569,
2025-07-05,06:08:41,FDA151-E1,16703,195.135.21.126,GET,d8bnainxtot1t.cloudfront.net,tag,200,http://moore.com/blog/appmain.jsp,Mozilla/5.0 (Windows 98; bo-IN; rv:1.9.0.20) Gecko/7663-02-22 02:48:30.752380 Firefox/12.0,category,cddcee522e50f2b1648e8c1b945ebcb9,LimitExceeded,5325c168-19b3-4f03-a807-dc59a55da175,archivesnationales-ht.com,HTTPS,3494,1.392,nan,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Failed,nan,14501,0.357,Error,text/css,482168,741,
2025-07-05,17:27:07,FFD837-E8,10145,134.205.154.225,HEAD,d8bnainxtot1t.cloudfront.net,search/categories/list,200,nan,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/35.0.823.0 Safari/534.2",,c918b3559af0428fe2e89d81d7f0ebc4,Miss,be077b4e-98c8-4e93-9a2e-3aee139c9810,archivesnationales-ht.com,HTTPS,147,0.416,61.70.72.3,None,AES256-GCM-SHA384,Hit,HTTP/2.0,,nan,43457,0.465,LambdaExecutionError,image/jpeg,402379,533,1709
2025-07-05,16:49:41,EEA172-E1,21041,200.139.62.230,HEAD,d8bnainxtot1t.cloudfront.net,list/categories,404,http://www.mccormick.info/categorymain.htm,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/40.0.884.0 Mobile/20W423 Safari/536.1",,8381a0401ff884b51626cd77f1c5081f,Hit,976632d7-0957-4110-bf55-f62ad0cc66c8,archivesnationales-ht.com,HTTPS,1589,1.216,148.186.95.130,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,,nan,48573,0.818,LambdaExecutionError,application/javascript,275403,,1646
2025-07-05,17:27:01,FAC380-E8,54024,176.6.36.126,DELETE,d8bnainxtot1t.cloudfront.net,search/category/tag,200,nan,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),,5b388133fc4a28d3d2d061694ce685a1,Error,b73d1b1e-7301-4857-a85a-d93629023ddb,archivesnationales-ht.com,HTTPS,1080,1.211,43.177.72.58,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,nan,18998,0.093,LambdaExecutionError,text/css,248840,118,
2025-07-05,00:48:27,FFD228-E4,76552,173.180.205.214,HEAD,d8bnainxtot1t.cloudfront.net,explore,404,http://roach.org/posts/main/postsindex.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),category,nan,Error,e83c1edb-f168-48c0-ad75-83ee3a978369,archivesnationales-ht.com,HTTPS,4293,1.738,193.22.22.21,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,,analysis,54981,0.318,Error,text/html,210028,,1773
2025-07-05,08:22:06,CDE610-E0,88287,34.194.34.15,OPTIONS,d8bnainxtot1t.cloudfront.net,category,200,https://www.smith.biz/searchauthor.html,Opera/8.69.(Windows 95; wa-BE) Presto/2.9.190 Version/12.00,,b4bc7c1875c9fc4dc0cb6928f5eb7bde,LimitExceeded,f10532f6-8e99-415b-aa99-2324550be33d,archivesnationales-ht.com,HTTP,3039,0.253,145.130.166.122,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Processed,nan,3730,0.994,Miss,application/json,418691,302,
2025-07-05,22:49:15,CEA064-E0,98530,130.60.67.88,POST,d8bnainxtot1t.cloudfront.net,main/list/categories,200,http://www.terry-caldwell.com/main/main/tagsearch.htm,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ht-HT) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.14.2",,e094213033f5bc807e7eded1815c3a98,Hit,850ab67b-c295-4657-87e6-92a531d99982,archivesnationales-ht.com,HTTPS,1847,2.242,221.158.32.120,TLSv1.3,None,Miss,HTTP/1.1,,nan,42717,0.356,Hit,application/json,494791,,
