date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-07-07,06:28:58,BEF787-E1,53202,221.9.7.254,DELETE,d8bnainxtot1t.cloudfront.net,search/app/search,200,http://www.french-nichols.biz/category/listmain.asp,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.14.6 (KHTML, like Gecko) Version/4.0.4 Safari/534.14.6",terms,nan,Error,c3ba4900-ef6a-4e86-bf84-a3d84542f07e,archivesnationales-ht.com,HTTPS,1105,0.881,63.56.107.139,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Processed,nan,1631,0.484,Error,application/javascript,192581,,
2025-07-07,21:12:16,CCC296-E8,2711,175.161.133.85,HEAD,d8bnainxtot1t.cloudfront.net,blog/list,301,https://www.mitchell.com/list/list/tagcategory.html,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/14.0.805.0 Safari/531.2",,ac3f362f78aec1d85d34df047d40e1db,Miss,0c0601d9-fc88-4632-9fd0-322977a02fcc,archivesnationales-ht.com,HTTPS,2828,0.281,nan,None,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Failed,nan,26796,0.302,BadGateway,image/jpeg,260869,,1347
2025-07-07,18:24:21,DFD005-E4,96749,139.63.36.41,DELETE,d8bnainxtot1t.cloudfront.net,list/categories/posts,403,https://www.brown-taylor.com/blog/categoriesprivacy.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),,dfb900fe5c6a8f29113c4f4a0cefd475,Hit,051ff431-41b0-40ea-b567-9886e408bca0,archivesnationales-ht.com,HTTPS,2331,0.628,197.170.97.111,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Processed,nan,39027,0.025,Miss,application/json,407164,273,
2025-07-07,17:18:04,BBF233-E8,9687,174.138.61.176,PUT,d8bnainxtot1t.cloudfront.net,main/blog/search,200,https://www.parker.org/app/apphome.jsp,Opera/9.68.(Windows 98; Win 9x 4.90; oc-FR) Presto/2.9.162 Version/11.00,author,a254f9bec6c7ebe24de9f2ecb29b509a,LimitExceeded,5854fa9b-1945-4462-886a-9aec1755c22c,archivesnationales-ht.com,HTTP,2942,1.994,197.187.43.33,None,None,Hit,HTTP/1.1,Failed,nan,30793,0.896,BadGateway,text/css,407740,563,
2025-07-07,05:41:57,ECC674-E0,61107,152.241.71.194,GET,d8bnainxtot1t.cloudfront.net,wp-content/wp-content/list,500,https://www.mccoy.com/blog/list/tagmain.htm,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/48.0.822.0 Safari/533.2",,nan,LimitExceeded,6b92d550-e4d9-4ba1-a02f-40fe332f747c,archivesnationales-ht.com,HTTPS,916,1.071,222.156.237.151,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Processed,nan,7004,0.322,Miss,image/jpeg,421220,,
2025-07-07,08:13:09,EBB600-E9,17562,178.247.247.67,PUT,d8bnainxtot1t.cloudfront.net,wp-content/tag,200,http://young-peters.com/tagcategory.jsp,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ss-ZA) AppleWebKit/535.25.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.25.1",,nan,Error,150533e7-ffcd-457e-b2a6-48170a21a69b,archivesnationales-ht.com,HTTPS,2475,0.383,136.142.191.38,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Processed,nan,4990,0.208,BadGateway,application/javascript,69231,,
2025-07-07,22:22:13,BBD731-E9,77795,59.197.139.151,DELETE,d8bnainxtot1t.cloudfront.net,tags/explore,200,https://oliver-turner.com/categoriescategory.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.0),,nan,Hit,5c59e500-46d8-4253-a368-658f1660b48f,archivesnationales-ht.com,HTTP,4190,0.655,205.73.49.203,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,,nan,29570,0.921,BadGateway,application/javascript,463567,,
2025-07-07,02:33:48,CAD859-E9,8198,169.77.207.80,HEAD,d8bnainxtot1t.cloudfront.net,app,500,http://franco.com/categories/tag/categorypost.jsp,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; id-ID) AppleWebKit/535.14.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.14.6",homepage,nan,Hit,5f5fa96a-4e61-4aa5-a76c-45b02a1af450,archivesnationales-ht.com,HTTP,140,0.683,11.156.198.113,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Failed,nan,18958,0.987,Hit,text/html,327100,362,
2025-07-07,20:35:44,EAB099-E6,50194,47.251.211.222,HEAD,d8bnainxtot1t.cloudfront.net,tags/app,301,http://jenkins-salinas.com/mainhome.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),main,8f77ff656985f1d5c4405822451cb7ca,Hit,350109d1-7c04-405a-967c-dbc3d25e0447,archivesnationales-ht.com,HTTPS,4052,0.579,60.67.105.220,TLSv1.3,None,Miss,HTTP/1.1,,nan,59541,0.732,BadGateway,application/javascript,186360,,
2025-07-07,01:26:03,ABA207-E6,11632,144.12.124.77,GET,d8bnainxtot1t.cloudfront.net,search/tag/category,500,nan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/18.0.822.0 Safari/535.2",,nan,Hit,d3e3771a-faca-44db-9a58-07aa3b346267,archivesnationales-ht.com,HTTPS,4472,1.367,nan,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/2.0,Failed,nan,1586,0.288,LambdaExecutionError,image/jpeg,356545,,
