date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-07-13,19:59:29,DCD287-E4,91308,210.232.225.251,OPTIONS,d8bnainxtot1t.cloudfront.net,tags/list,500,http://young.info/posts/tagsearch.php,Opera/9.50.(X11; Linux x86_64; sid-ET) Presto/2.9.169 Version/11.00,main,1f104e358d3ee7355ebf6dc06c3d3c01,Hit,6ab293b2-723f-4d42-ae3f-bf6586b4bd38,archivesnationales-ht.com,HTTPS,3233,0.236,2.51.125.198,None,None,Error,HTTP/1.1,Failed,nan,41542,0.756,Hit,application/javascript,8009,252,
2025-07-13,21:31:12,FCB242-E1,65094,18.64.217.57,POST,d8bnainxtot1t.cloudfront.net,posts/category/list,200,nan,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.817.0 Safari/533.1",main,edc014ca85c93e9c00f9de25aa077ee7,Miss,b98c2685-fd1a-4793-9479-ec5fba1664c1,archivesnationales-ht.com,HTTPS,4792,1.763,143.30.77.72,None,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/2.0,Processed,nan,45638,0.177,BadGateway,text/css,331110,,
2025-07-13,01:36:29,ABE653-E2,70495,191.124.248.197,GET,d8bnainxtot1t.cloudfront.net,blog,403,http://wolf.com/explorelogin.html,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/20.0.881.0 Safari/536.0",main,nan,LimitExceeded,70b0990c-4848-46b5-a9b2-120102388bbe,archivesnationales-ht.com,HTTPS,1727,2.105,215.29.72.201,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,5826,0.689,Hit,application/json,450771,698,
2025-07-13,16:44:40,BBD289-E7,97265,40.95.54.74,GET,d8bnainxtot1t.cloudfront.net,category/main/explore,500,https://www.hayes-brown.com/categorieshome.php,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; fi-FI) AppleWebKit/535.7.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.7.1",home,c9563d8251f3caa8bc414aa2e181de48,Error,3d55ff4c-996b-48bf-963f-b5d4ebf073db,archivesnationales-ht.com,HTTPS,3399,0.429,49.82.168.127,None,None,Hit,HTTP/1.1,Failed,nan,16496,0.675,Miss,application/json,453874,,1174
2025-07-13,05:53:43,CFD148-E4,62758,200.168.101.170,POST,d8bnainxtot1t.cloudfront.net,list,404,http://smith-fritz.info/search/tagprivacy.asp,Opera/8.37.(Windows NT 5.1; raj-IN) Presto/2.9.168 Version/12.00,category,d21196e23e3ec6e94268213585190f76,Error,f849c66b-1fa6-4526-8921-e45cc023dcfd,archivesnationales-ht.com,HTTPS,1298,0.544,175.168.181.221,TLSv1.2,None,Hit,HTTP/1.1,Processed,later,11663,0.8,LambdaExecutionError,text/css,122039,,
2025-07-13,21:04:44,DBE340-E2,36959,105.166.16.236,HEAD,d8bnainxtot1t.cloudfront.net,blog,200,https://sims.biz/app/postsregister.html,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.21.4 (KHTML, like Gecko) Version/5.0.3 Safari/532.21.4",,c2b4f8028767fc8b05c246ab51676869,Miss,d1b58b9a-9572-475f-ae29-fe9434dc28fd,archivesnationales-ht.com,HTTPS,1566,1.61,nan,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,nan,21038,0.917,LambdaExecutionError,text/css,337379,,
2025-07-13,05:31:18,FDA673-E8,9039,57.232.215.100,POST,d8bnainxtot1t.cloudfront.net,categories/wp-content/categories,404,http://webb-young.net/category/appindex.asp,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.883.0 Safari/532.2",,nan,Miss,f9a9609e-c9fa-4c37-bf38-96ee9132edae,archivesnationales-ht.com,HTTPS,3848,2.194,128.146.89.207,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,,nan,44141,0.083,LambdaExecutionError,text/html,184549,,
2025-07-13,13:30:14,FAC363-E1,6502,186.162.21.22,PUT,d8bnainxtot1t.cloudfront.net,tag,200,https://warren.biz/searchauthor.asp,Mozilla/5.0 (Windows NT 5.2; lt-LT; rv:1.9.1.20) Gecko/9583-11-23 20:07:44.421478 Firefox/3.6.10,category,f537e8e34843a44c971923862c5a2f2b,Error,22e75088-b904-4049-8d2c-35b528b696d0,archivesnationales-ht.com,HTTPS,1037,0.935,1.255.124.205,None,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Processed,nan,17942,0.009,Hit,text/html,273971,696,1564
2025-07-13,20:25:24,BEA070-E5,1267,195.33.123.14,HEAD,d8bnainxtot1t.cloudfront.net,main/main,403,https://www.bradshaw.biz/category/explore/wp-contentindex.html,Mozilla/5.0 (Windows NT 11.0; hy-AM; rv:1.9.0.20) Gecko/9351-07-03 20:56:46.200836 Firefox/3.8,,nan,Error,79746b15-8064-4f22-ae7f-e71f5d5ba473,archivesnationales-ht.com,HTTPS,1898,2.015,94.241.66.48,TLSv1.2,None,LimitExceeded,HTTP/1.1,Processed,nan,3739,0.727,LambdaExecutionError,text/html,275235,624,
2025-07-13,18:41:41,ACF313-E0,27358,103.109.41.68,OPTIONS,d8bnainxtot1t.cloudfront.net,posts/search,404,https://www.hoover.com/appprivacy.jsp,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/51.0.817.0 Safari/531.1",,4ff82b8113d76bc6a8735626ab4fc848,Miss,8b10903b-bd75-4b51-8afb-8c2ef57bb256,archivesnationales-ht.com,HTTPS,3990,0.981,217.27.6.173,TLSv1.2,None,Hit,HTTP/1.1,,nan,43993,0.789,Error,image/jpeg,368118,164,
